mkb_code;recommendation;del_freq;use_freq;type
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Общий (клинический) анализ крови развернутый;1;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Анализ крови биохимический общетерапевтический;0,9;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Анализ мочи общий;1;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Вагиноскопия;1;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Вульвоскопия;1;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Ультразвуковая денситометрия;0,6;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Ультразвуковое исследование матки и придатков трансабдоминальное;0,8;3;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Ультразвуковое исследование матки и придатков трансвагинальное;0,2;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Магнитно-резонансная томография головного мозга с контрастированием;0,5;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Рентгенография всего черепа, в одной или более проекциях;0,7;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Рентгенография запястья;0,8;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Рентгенография кисти руки;0,9;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Рентгеноденситометрия поясничного отдела позвоночника;0,4;1;im
E22.1|E23.0|E23.1|E23.3|E28.3|E29.1|E29.8|E29.9|E30.0|E30.9|E31.0|E35.0|E89.4|E89.5;Рентгеноденситометрия проксимального отдела бедренной кости;0,4;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;1;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- генетика первичный;0,1;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- детского хирурга первичный;0,1;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- педиатра первичный;0,4;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- психотерапевта первичный;0,3;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- терапевта подросткового первичный;0,6;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Прием (осмотр, консультация) врача- эндокринолога первичный;0,6;1;pr
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Наименование медицинской услуги;Усредненный показатель частоты предоставления;Усредненный показатель кратности применения;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня свободного тироксина (T4) сыворотки крови;0,8;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование тиреотропина сыворотки крови;0,8;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня соматотропного гормона в крови;0,5;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня адренокортикотропного гормона в крови;0,2;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня общего тестостерона в крови;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня пролактина в крови;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня альфа- фетопротеина в сыворотке крови;0,1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня хорионического гонадотропина в крови;0,1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня лютеинизирующего гормона в сыворотке крови;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня общего кортизола в крови;0,7;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня 17- гидроксипрогестерона в крови;0,7;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня андростендиона в крови;0,2;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня дегидроэпиандростерона сульфата в крови;0,7;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня дигидротестостерона в крови;0,2;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Определение уровня прогестерона в крови;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня общего эстрадиола в крови;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Молекулярно-биологическое исследование крови на онкомаркеры;0,05;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня ракового эмбрионального антигена в крови;0,05;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование уровня антигена аденогенных раков Ca 125 в крови;0,05;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Исследование фракций пролактина в крови;0,3;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Микроскопическое исследование влагалищных мазков;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Цитогенетическое исследование (кариотип);0,6;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Идентификация генов;0,1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Проведение реакции Вассермана (RW);1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Проведение пробы с тиролиберином;0,1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Проведение глюкозотолерантного теста;0,2;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Коагулограмма (ориентировочное исследование системы гемостаза);0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Общий (клинический) анализ крови развернутый;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Анализ крови биохимический общетерапевтический;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Анализ мочи общий;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Вагиноскопия;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Вульвоскопия;1;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Ультразвуковая денситометрия;0,6;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Ультразвуковое исследование матки и придатков трансабдоминальное;0,8;3;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Ультразвуковое исследование матки и придатков трансвагинальное;0,2;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Магнитно-резонансная томография головного мозга с контрастированием;0,5;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Рентгенография всего черепа, в одной или более проекциях;0,7;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Рентгенография запястья;0,8;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Рентгенография кисти руки;0,9;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Рентгеноденситометрия поясничного отдела позвоночника;0,4;1;im
E22.1|E23.0|E28.3|E30.0|E89.3|E89.4|Q50|Q96;Рентгеноденситометрия проксимального отдела бедренной кости;0,4;1;im
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;1;1;pr
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- генетика первичный;0,1;1;pr
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- детского хирурга первичный;0,1;1;pr
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- педиатра первичный;0,4;1;pr
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- психотерапевта первичный;0,3;1;pr
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- терапевта подросткового первичный;0,6;1;pr
E23.2|E23.0|E89.3;Прием (осмотр, консультация) врача- эндокринолога первичный;0,6;1;pr
E23.2|E23.0|E89.3;Наименование медицинской услуги;Усредненный показатель частоты предоставления;Усредненный показатель кратности применения;im
E23.2|E23.0|E89.3;Исследование уровня свободного тироксина (T4) сыворотки крови;0,8;1;im
E23.2|E23.0|E89.3;Исследование тиреотропина сыворотки крови;0,8;1;im
E23.2|E23.0|E89.3;Исследование уровня соматотропного гормона в крови;0,5;1;im
E23.2|E23.0|E89.3;Исследование уровня адренокортикотропного гормона в крови;0,2;1;im
E23.2|E23.0|E89.3;Исследование уровня общего тестостерона в крови;0,9;1;im
E23.2|E23.0|E89.3;Исследование уровня пролактина в крови;0,9;1;im
E23.2|E23.0|E89.3;Исследование уровня альфа- фетопротеина в сыворотке крови;0,1;1;im
E23.2|E23.0|E89.3;Исследование уровня хорионического гонадотропина в крови;0,1;1;im
E23.2|E23.0|E89.3;Исследование уровня лютеинизирующего гормона в сыворотке крови;0,9;1;im
E23.2|E23.0|E89.3;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;0,9;1;im
E23.2|E23.0|E89.3;Исследование уровня общего кортизола в крови;0,7;1;im
E23.2|E23.0|E89.3;Исследование уровня 17- гидроксипрогестерона в крови;0,7;1;im
E23.2|E23.0|E89.3;Исследование уровня андростендиона в крови;0,2;1;im
E23.2|E23.0|E89.3;Исследование уровня дегидроэпиандростерона сульфата в крови;0,7;1;im
E23.2|E23.0|E89.3;Исследование уровня дигидротестостерона в крови;0,2;1;im
E23.2|E23.0|E89.3;Определение уровня прогестерона в крови;0,9;1;im
E23.2|E23.0|E89.3;Исследование уровня общего эстрадиола в крови;0,9;1;im
E23.2|E23.0|E89.3;Молекулярно-биологическое исследование крови на онкомаркеры;0,05;1;im
E23.2|E23.0|E89.3;Исследование уровня ракового эмбрионального антигена в крови;0,05;1;im
E23.2|E23.0|E89.3;Исследование уровня антигена аденогенных раков Ca 125 в крови;0,05;1;im
E23.2|E23.0|E89.3;Исследование фракций пролактина в крови;0,3;1;im
E23.2|E23.0|E89.3;Микроскопическое исследование влагалищных мазков;1;1;im
E23.2|E23.0|E89.3;Цитогенетическое исследование (кариотип);0,6;1;im
E23.2|E23.0|E89.3;Идентификация генов;0,1;1;im
E23.2|E23.0|E89.3;Проведение реакции Вассермана (RW);1;1;im
E23.2|E23.0|E89.3;Проведение пробы с тиролиберином;0,1;1;im
E23.2|E23.0|E89.3;Проведение глюкозотолерантного теста;0,2;1;im
E23.2|E23.0|E89.3;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;im
E23.2|E23.0|E89.3;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;im
E23.2|E23.0|E89.3;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;1;1;im
E23.2|E23.0|E89.3;Коагулограмма (ориентировочное исследование системы гемостаза);0,9;1;im
E23.2|E23.0|E89.3;Общий (клинический) анализ крови развернутый;1;1;im
E23.2|E23.0|E89.3;Анализ крови биохимический общетерапевтический;0,9;1;im
E23.2|E23.0|E89.3;Анализ мочи общий;1;1;im
E23.2|E23.0|E89.3;Вагиноскопия;1;1;im
E23.2|E23.0|E89.3;Вульвоскопия;1;1;im
E23.2|E23.0|E89.3;Ультразвуковая денситометрия;0,6;1;im
E23.2|E23.0|E89.3;Ультразвуковое исследование матки и придатков трансабдоминальное;0,8;3;im
E23.2|E23.0|E89.3;Ультразвуковое исследование матки и придатков трансвагинальное;0,2;1;im
E23.2|E23.0|E89.3;Магнитно-резонансная томография головного мозга с контрастированием;0,5;1;im
E23.2|E23.0|E89.3;Рентгенография всего черепа, в одной или более проекциях;0,7;1;im
E23.2|E23.0|E89.3;Рентгенография запястья;0,8;1;im
E23.2|E23.0|E89.3;Рентгенография кисти руки;0,9;1;im
E23.2|E23.0|E89.3;Рентгеноденситометрия поясничного отдела позвоночника;0,4;1;im
E23.2|E23.0|E89.3;Рентгеноденситометрия проксимального отдела бедренной кости;0,4;1;im
E25|E25.0|E25.8|E25.9;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;0,8;1;pr
E25|E25.0|E25.8|E25.9;Осмотр (консультация) врачом-анестезиологом- реаниматологом первичный;0,3;1;pr
E25|E25.0|E25.8|E25.9;Прием (осмотр, консультация) врача- генетика первичный;0,7;1;pr
E25|E25.0|E25.8|E25.9;Прием (осмотр, консультация) врача-психиатра первичный;0,05;1;pr
E25|E25.0|E25.8|E25.9;Прием (осмотр, консультация) врача- уролога первичный;0,8;1;pr
E25|E25.0|E25.8|E25.9;Прием (осмотр, консультация) врача- эндокринолога первичный;1;1;pr
E25|E25.0|E25.8|E25.9;Наименование медицинской услуги;Усредненный показатель частоты предоставления;Усредненный показатель кратности применения;im
E25|E25.0|E25.8|E25.9;Исследование уровня хлоридов в крови;0,6;2;im
E25|E25.0|E25.8|E25.9;Исследование уровня адренокортикотропного гормона в крови;0,8;1;im
E25|E25.0|E25.8|E25.9;Исследование уровня альдостерона в крови;0,1;1;im
E25|E25.0|E25.8|E25.9;Исследование уровня общего тестостерона в крови;0,25;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня (активности) проренина в крови;0,9;1;im
E25|E25.0|E25.8|E25.9;Исследование уровня ренина в крови;0,9;1;im
E25|E25.0|E25.8|E25.9;Исследование уровня лютеинизирующего гормона в сыворотке крови;0,3;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;0,3;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня общего кортизола в крови;0,25;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня 17- гидроксипрогестерона в крови;0,7;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня 11- дезоксикортикостерона в крови;0,25;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня 11- дезоксикортикортизола в крови;0,1;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня андростендиона в крови;0,4;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня дегидроэпиандростерона сульфата в крови;0,25;3;im
E25|E25.0|E25.8|E25.9;Исследование уровня общего эстрадиола в крови;0,1;1;im
E25|E25.0|E25.8|E25.9;Определение основных групп крови (A, B, 0);0,3;1;im
E25|E25.0|E25.8|E25.9;Определение резус- принадлежности;0,3;1;im
E25|E25.0|E25.8|E25.9;Цитогенетическое исследование (кариотип);0,6;1;im
E25|E25.0|E25.8|E25.9;Проведение реакции Вассермана (RW);0,9;1;im
E25|E25.0|E25.8|E25.9;Определение реакции на стимуляцию адренокортикотропином;0,25;1;im
E25|E25.0|E25.8|E25.9;Определение антигена к вирусу гепатита B (HBeAg Hepatitis B virus) в крови;0,9;1;im
E25|E25.0|E25.8|E25.9;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;0,9;1;im
E25|E25.0|E25.8|E25.9;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;0,1;1;im
E25|E25.0|E25.8|E25.9;Коагулограмма (ориентировочное исследование системы гемостаза);0,4;1;im
E25|E25.0|E25.8|E25.9;Общий (клинический) анализ крови;1;1;im
E25|E25.0|E25.8|E25.9;Анализ крови биохимический общетерапевтический;1;1;im
E25|E25.0|E25.8|E25.9;Анализ крови по оценке нарушений липидного обмена биохимический;1;1;im
E25|E25.0|E25.8|E25.9;Анализ мочи общий;1;1;im
E25|E25.0|E25.8|E25.9;Ультразвуковое исследование матки и придатков трансабдоминальное;0,5;1;im
E25|E25.0|E25.8|E25.9;Ультразвуковое исследование органов мошонки;0,3;1;im
E25|E25.0|E25.8|E25.9;Ультразвуковое исследование забрюшинного пространства;0,6;1;im
E25|E25.0|E25.8|E25.9;Регистрация электрокардиограммы;1;1;im
E25|E25.0|E25.8|E25.9;Магнитно-резонансная томография головного мозга;0,1;1;im
E25|E25.0|E25.8|E25.9;Магнитно-резонансная томография органов малого таза;0,1;1;im
E25|E25.0|E25.8|E25.9;Магнитно-резонансная томография забрюшинного пространства с внутривенным контрастированием;0,1;1;im
E25|E25.0|E25.8|E25.9;Рентгенография кисти руки;0,3;1;im
E25|E25.0|E25.8|E25.9;Маммография;0,1;1;im
E25|E25.0|E25.8|E25.9;Спиральная компьютерная томография забрюшинного пространства;0,1;1;im
E25|E25.0|E25.8|E25.9|E28.1|E27.8|E27.9;Идентификация генов;0,9;1;li
E25|E25.0|E25.8|E25.9|E28.1|E27.8|E27.9;Анализ мочи общий;1;1;li
E25|E25.0|E25.8|E25.9|E28.1|E27.8|E27.9;Проведение депиляции;0,05;1;im
E25|E25.0|E25.8|E25.9|E28.1|E27.8|E27.9;Анализ мочи общий;1;2;li
E25|E25.0|E25.8|E25.9|E28.1|E27.8|E27.9;Рентгенография кисти руки;1;1;im
E29|E29.1|E29.8|E29.9|E89.5;Прием (осмотр, консультация) врача- офтальмолога первичный;0,1;1;pr
E29|E29.1|E29.8|E29.9|E89.5;Прием (осмотр, консультация) врача- уролога первичный;0,3;1;pr
E29|E29.1|E29.8|E29.9|E89.5;Прием (осмотр, консультация) врача- эндокринолога первичный;1;1;pr
E29|E29.1|E29.8|E29.9|E89.5;Исследование тиреотропина сыворотки крови;0,5;1;im
E29|E29.1|E29.8|E29.9|E89.5;Исследование уровня общего тестостерона в крови;1;2;im
E29|E29.1|E29.8|E29.9|E89.5;Исследование уровня пролактина в крови;0,5;2;im
E29|E29.1|E29.8|E29.9|E89.5;Исследование уровня лютеинизирующего гормона в сыворотке крови;0,5;2;im
E29|E29.1|E29.8|E29.9|E89.5;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;0,5;2;im
E29|E29.1|E29.8|E29.9|E89.5;Исследование уровня общего эстрадиола в крови;0,1;1;im
E29|E29.1|E29.8|E29.9|E89.5;Исследование уровня глобулина, связывающего половые гормоны, в крови;0,5;1;im
E29|E29.1|E29.8|E29.9|E89.5;Цитогенетическое исследование (кариотип);0,1;1;im
E29|E29.1|E29.8|E29.9|E89.5;Проведение реакции Вассермана (RW);0,9;1;im
E29|E29.1|E29.8|E29.9|E89.5;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;0,9;1;im
E29|E29.1|E29.8|E29.9|E89.5;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;0,9;1;im
E29|E29.1|E29.8|E29.9|E89.5;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;0,1;1;im
E29|E29.1|E29.8|E29.9|E89.5;Анализ крови биохимический общетерапевтический;0,5;1;im
E29|E29.1|E29.8|E29.9|E89.5;Ультразвуковое исследование сосудов полового члена;0,1;1;im
E29|E29.1|E29.8|E29.9|E89.5;Ультразвуковое исследование органов мошонки;0,9;1;im
E29|E29.1|E29.8|E29.9|E89.5;Магнитно-резонансная томография головного мозга;0,5;1;im
E29|E29.1|E29.8|E29.9|E89.5;Рентгеноденситометрия;0,5;1;im
E29|E29.1|E29.8|E29.9|E89.5;Описание и интерпретация компьютерных томограмм;0,02;1;im
E29|E29.1|E29.8|E29.9|E89.5;Описание и интерпретация магнитно-резонансных томограмм;0,05;1;im
E29|E29.1|E29.8|E29.9|E89.5;Компьютерная томография органов брюшной полости;0,2;1;im
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;1;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- детского онколога первичный;0,1;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- генетика;0,5;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- невролога первичный;0,5;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- педиатра первичный;0,4;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- психотерапевта первичный;0,5;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- психиатра детского первичный;0,1;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- эндокринолога первичный;0,6;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Прием (осмотр, консультация) врача- детского эндокринолога первичный;0,4;1;pr
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня общего тироксина (T4) сыворотки крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование тиреотропина сыворотки крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня соматотропного гормона в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня глюкокортикоидов в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня общего тестостерона в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня пролактина в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня лютеинизирующего гормона в сыворотке крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня фолликулостимулирующего гормона в сыворотке крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня свободного кортизола в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня 17- гидроксипрогестерона в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня дегидроэпиандростерона сульфата в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня дигидротестостерона в крови;0,3;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня прогестерона в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня общего эстрадиола в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Исследование уровня глобулина, связывающего половые гормоны, в крови;0,8;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Микроскопическое исследование влагалищных мазков;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Цитогенетическое исследование (кариотип);0,6;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Идентификация генов;0,6;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Проведение реакции Вассермана (RW);1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;1;1;li
E23.0|E28.3|E30.0|E89.3|Q50.0|Q56.0|Q87.1|Q96|Q97.3|Q99.0|Q99.1;Коагулограмма (ориентировочное исследование системы гемостаза);0,9;1;li
